供应商名称;股票代码;报告期;金额(万元)
云南特安呐三七产业股份有限公司;-;2014-12-31;26,218.20
云南白药集团文山七花有限责任公司;-;2014-12-31;2,256.82
沧州四星玻璃股份有限公司;837502.OC;2014-12-31;1,780.79
应城市恒天药业包装有限公司;-;2014-12-31;1,570.47
广东潮华龙印刷有限公司;-;2014-12-31;1,405.06
