供应商名称;股票代码;报告期;金额(万元)
中国重型汽车集团有限公司;-;2017-12-31;2,076,999.71
日照兴业汽车配件有限公司;-;2017-12-31;52,577.50
山东联诚精密制造股份有限公司;002921.SZ;2017-12-31;4,219.27
德州锦城电装股份有限公司;872704.OC;2017-12-31;2,507.22
青岛鸿森重工股份有限公司;831778.OC;2017-12-31;2,485.65
恒立实业发展集团股份有限公司;000622.SZ;2017-12-31;667.58
