供应商名称;股票代码;报告期;金额(万元)
威海市正大环保设备股份有限公司;831686.OC;2017-12-31;1,100.83
芜湖科阳新材料股份有限公司;835098.OC;2017-12-31;503.14
北京三川世纪能源科技股份公司;832279.OC;2017-12-31;288.96
