供应商名称;股票代码;报告期;金额(万元)
东莞市银禧光电材料科技股份有限公司;835220.OC;2017-12-31;3,494.41
杭州杭科光电集团股份有限公司;834043.OC;2017-12-31;733.04
南京先正电子股份有限公司;871048.OC;2017-12-31;437.69
