客户名称;股票代码;报告期;金额(万元)
安徽智胜光学科技有限公司;-;2016-12-31;3,609.68
盐城金合盛光电科技有限公司;-;2016-12-31;2,179.49
法视特(上海)图像科技有限公司;-;2016-12-31;2,075.61
深圳市联盛鑫精密机械有限公司;-;2016-12-31;1,354.53
