公司名称;股票代码;营业总收入(万元)
深圳市飞马国际供应链股份有限公司;002210.SZ;6,138,432.40
启迪桑德环境资源股份有限公司;000826.SZ;935,838.47
瀚蓝环境股份有限公司;600323.SH;420,208.07
华西能源工业股份有限公司;002630.SZ;413,403.33
成都市兴蓉环境股份有限公司;000598.SZ;373,133.89
广东韶能集团股份有限公司;000601.SZ;359,410.41
浙江富春江环保热电股份有限公司;002479.SZ;332,359.46
上海环境集团股份有限公司;601200.SH;256,602.99
广州迪森热能技术股份有限公司;300335.SZ;192,071.47
广东长青(集团)股份有限公司;002616.SZ;189,268.17
中国天楹股份有限公司;000035.SZ;161,181.41
安徽盛运环保(集团)股份有限公司;300090.SZ;135,780.29
永清环保股份有限公司;300187.SZ;122,893.90
浙江伟明环保股份有限公司;603568.SH;102,945.74
徐州科融环境资源股份有限公司;300152.SZ;66,179.56
