公司名称;股票代码;营业总收入(万元)
中国工商银行股份有限公司;601398.SH;72,650,200.00
中国建设银行股份有限公司;601939.SH;62,165,900.00
中国农业银行股份有限公司;601288.SH;53,704,100.00
中国银行股份有限公司;601988.SH;48,327,800.00
招商银行股份有限公司;600036.SH;22,089,700.00
交通银行股份有限公司;601328.SH;19,601,100.00
上海浦东发展银行股份有限公司;600000.SH;16,861,900.00
中信银行股份有限公司;601998.SH;15,670,800.00
中国民生银行股份有限公司;600016.SH;14,428,100.00
兴业银行股份有限公司;601166.SH;13,997,500.00
平安银行股份有限公司;000001.SZ;10,578,600.00
中国光大银行股份有限公司;601818.SH;9,185,000.00
华夏银行股份有限公司;600015.SH;6,638,400.00
北京银行股份有限公司;601169.SH;5,035,300.00
江苏银行股份有限公司;600919.SH;3,383,921.10
上海银行股份有限公司;601229.SH;3,312,499.50
宁波银行股份有限公司;002142.SZ;2,531,432.00
南京银行股份有限公司;601009.SH;2,483,873.70
杭州银行股份有限公司;600926.SH;1,412,151.80
贵阳银行股份有限公司;601997.SH;1,247,702.20
无锡农村商业银行股份有限公司;600908.SH;285,146.40
江苏吴江农村商业银行股份有限公司;603323.SH;272,599.10
江苏江阴农村商业银行股份有限公司;002807.SZ;250,680.90
江苏张家港农村商业银行股份有限公司;002839.SZ;241,699.54
