公司名称;股票代码;营业总收入(万元)
海航科技股份有限公司;600751.SH;31,546,000.60
苏宁易购集团股份有限公司;002024.SZ;18,792,776.40
青岛海尔股份有限公司;600690.SH;15,925,446.69
中国国际海运集装箱(集团)股份有限公司;000039.SZ;7,629,993.00
九州通医药集团股份有限公司;600998.SH;7,394,289.44
顺丰控股股份有限公司;002352.SZ;7,109,429.70
深圳市怡亚通供应链股份有限公司;002183.SZ;6,851,511.65
深圳市飞马国际供应链股份有限公司;002210.SZ;6,138,432.40
华夏幸福基业股份有限公司;600340.SH;5,963,542.03
北汽福田汽车股份有限公司;600166.SH;5,171,013.70
浙商中拓集团股份有限公司;000906.SZ;4,840,708.54
上海国际港务(集团)股份有限公司;600018.SH;3,742,394.62
中储发展股份有限公司;600787.SH;2,561,955.37
光明房地产集团股份有限公司;600708.SH;2,081,126.33
圆通速递股份有限公司;600233.SH;1,998,220.10
易见供应链管理股份有限公司;600093.SH;1,596,317.28
申通快递股份有限公司;002468.SZ;1,265,724.14
中铁铁龙集装箱物流股份有限公司;600125.SH;1,168,351.47
深圳市东方嘉盛供应链股份有限公司;002889.SZ;1,014,333.23
浙江东方金融控股集团股份有限公司;600120.SH;981,145.02
安徽皖江物流(集团)股份有限公司;600575.SH;955,598.40
上海外高桥集团股份有限公司;600648.SH;895,356.74
港中旅华贸国际物流股份有限公司;603128.SH;871,534.53
欧浦智网股份有限公司;002711.SZ;692,186.53
中外运空运发展股份有限公司;600270.SH;620,662.47
北京长久物流股份有限公司;603569.SH;496,066.54
澳柯玛股份有限公司;600336.SH;466,196.76
江苏澳洋顺昌股份有限公司;002245.SZ;363,933.83
冰轮环境技术股份有限公司;000811.SZ;345,207.98
江苏飞力达国际物流股份有限公司;300240.SZ;306,518.70
