公司名称;股票代码;营业总收入(万元)
德邦物流股份有限公司;603056.SH;2,035,010.60
华能澜沧江水电股份有限公司;600025.SH;1,284,757.69
红星美凯龙家居集团股份有限公司;601828.SH;1,095,951.27
深圳市东方嘉盛供应链股份有限公司;002889.SZ;1,014,333.23
成都银行股份有限公司;601838.SH;965,411.80
江苏鼎胜新能源材料股份有限公司;603876.SH;920,040.02
上海拉夏贝尔服饰股份有限公司;603157.SH;899,870.90
山东出版传媒股份有限公司;601019.SH;890,092.07
华扬联众数字技术股份有限公司;603825.SH;821,643.82
河北养元智汇饮品股份有限公司;603156.SH;774,058.40
大参林医药集团股份有限公司;603233.SH;742,119.69
秦皇岛港股份有限公司;601326.SH;703,324.87
合盛硅业股份有限公司;603260.SH;695,003.76
金能科技股份有限公司;603113.SH;665,197.43
惠州市德赛西威汽车电子股份有限公司;002920.SZ;601,030.08
深南电路股份有限公司;002916.SZ;568,693.94
招商局公路网络科技控股股份有限公司;001965.SZ;534,066.43
福建傲农生物科技集团股份有限公司;603363.SH;490,266.01
中国出版传媒股份有限公司;601949.SH;469,655.64
浙商证券股份有限公司;601878.SH;461,061.24
浙江长城电工科技股份有限公司;603897.SH;458,395.09
江苏省农垦农业发展股份有限公司;601952.SH;431,551.76
佛山市燃气集团股份有限公司;002911.SZ;429,222.95
惠州市华阳集团股份有限公司;002906.SZ;416,584.80
财通证券股份有限公司;601108.SH;401,153.37
广州金域医学检验集团股份有限公司;603882.SH;379,171.77
中农立华生物科技股份有限公司;603970.SH;350,346.22
华夏航空股份有限公司;002928.SZ;344,844.70
索通发展股份有限公司;603612.SH;328,112.18
厦门盈趣科技股份有限公司;002925.SZ;326,719.57
