公司名称;股票代码;营业总收入(万元)
上海汽车集团股份有限公司;600104.SH;87,063,942.70
物产中大集团股份有限公司;600704.SH;27,662,042.31
华域汽车系统股份有限公司;600741.SH;14,048,725.05
比亚迪股份有限公司;002594.SZ;10,591,470.20
长城汽车股份有限公司;601633.SH;10,116,948.88
重庆长安汽车股份有限公司;000625.SZ;8,001,220.52
庞大汽贸集团股份有限公司;601258.SH;7,048,514.82
北汽福田汽车股份有限公司;600166.SH;5,171,013.70
国机汽车股份有限公司;600335.SH;5,024,013.97
安徽江淮汽车集团股份有限公司;600418.SH;4,920,282.83
江铃汽车股份有限公司;000550.SZ;3,134,574.68
东风汽车股份有限公司;600006.SH;1,830,087.77
厦门金龙汽车集团股份有限公司;600686.SH;1,773,608.40
海马汽车集团股份有限公司;000572.SZ;1,007,913.33
无锡商业大厦大东方股份有限公司;600327.SH;916,757.69
上海申华控股股份有限公司;600653.SH;580,247.47
辽宁曙光汽车集团股份有限公司;600303.SH;380,918.10
福建漳州发展股份有限公司;000753.SZ;273,816.19
长鹰信质科技股份有限公司;002664.SZ;241,868.16
天津一汽夏利汽车股份有限公司;000927.SZ;145,137.17
深圳市特力(集团)股份有限公司;000025.SZ;34,723.73
四川金宇汽车城(集团)股份有限公司;000803.SZ;30,210.00
