公司名称;股票代码;营业总收入(万元)
紫光股份有限公司;000938.SZ;3,907,104.09
浪潮电子信息产业股份有限公司;000977.SZ;2,548,817.57
福建星网锐捷通讯股份有限公司;002396.SZ;770,513.56
中国东方红卫星股份有限公司;600118.SH;738,523.31
北京华胜天成科技股份有限公司;600410.SH;543,119.42
广州广电运通金融电子股份有限公司;002152.SZ;438,357.70
上海汉得信息技术股份有限公司;300170.SZ;232,504.74
北京北斗星通导航技术股份有限公司;002151.SZ;220,426.71
北京四维图新科技股份有限公司;002405.SZ;215,648.78
紫光国芯股份有限公司;002049.SZ;182,909.57
北京东土科技股份有限公司;300353.SZ;82,105.20
江苏综艺股份有限公司;600770.SH;75,262.26
国民技术股份有限公司;300077.SZ;69,495.71
聚龙股份有限公司;300202.SZ;68,312.44
苏州晶方半导体科技股份有限公司;603005.SH;62,877.96
广州御银科技股份有限公司;002177.SZ;56,971.46
深圳市赢时胜信息技术股份有限公司;300377.SZ;53,701.80
成都振芯科技股份有限公司;300101.SZ;44,118.54
