公司名称;股票代码;营业总收入(万元)
徐工集团工程机械股份有限公司;000425.SZ;2,913,110.46
用友网络科技股份有限公司;600588.SH;634,365.85
深圳市汇川技术股份有限公司;300124.SZ;477,729.57
上海宝信软件股份有限公司;600845.SH;477,577.95
沈阳机床股份有限公司;000410.SZ;418,923.69
北京光环新网科技股份有限公司;300383.SZ;407,716.87
上海剑桥科技股份有限公司;603083.SH;248,654.03
上海汉得信息技术股份有限公司;300170.SZ;232,504.74
高新兴科技集团股份有限公司;300098.SZ;223,701.97
成都卫士通信息产业股份有限公司;002268.SZ;213,711.50
上海海得控制系统股份有限公司;002184.SZ;205,077.38
武汉天喻信息产业股份有限公司;300205.SZ;193,607.04
启明信息技术股份有限公司;002232.SZ;171,220.90
北京东方国信科技股份有限公司;300166.SZ;150,598.95
北京神州绿盟信息安全科技股份有限公司;300369.SZ;125,511.07
北京佳讯飞鸿电气股份有限公司;300213.SZ;117,262.38
武汉华中数控股份有限公司;300161.SZ;98,519.21
杭州中恒电气股份有限公司;002364.SZ;86,610.94
北京东土科技股份有限公司;300353.SZ;82,105.20
