公司名称;股票代码;营业总收入(万元)
中国联合网络通信股份有限公司;600050.SH;27,482,894.63
比亚迪股份有限公司;002594.SZ;10,591,470.20
紫金矿业集团股份有限公司;601899.SH;9,454,861.91
云南锡业股份有限公司;000960.SZ;3,441,016.86
西部矿业股份有限公司;601168.SH;2,737,729.29
深圳市中金岭南有色金属股份有限公司;000060.SZ;1,901,563.09
云南驰宏锌锗股份有限公司;600497.SH;1,846,949.45
株洲冶炼集团股份有限公司;600961.SH;1,379,682.89
葫芦岛锌业股份有限公司;000751.SZ;669,952.75
浙江尖峰集团股份有限公司;600668.SH;282,656.72
天奇自动化工程股份有限公司;002009.SZ;245,833.27
安徽中电兴发与鑫龙科技股份有限公司;002298.SZ;202,557.01
四川成飞集成科技股份有限公司;002190.SZ;194,251.05
云南罗平锌电股份有限公司;002114.SZ;161,875.80
天津一汽夏利汽车股份有限公司;000927.SZ;145,137.17
海航投资集团股份有限公司;000616.SZ;9,670.73
