公司名称;股票代码;营业总收入(万元)
南京新街口百货商店股份有限公司;600682.SH;1,796,035.54
闻泰科技股份有限公司;600745.SH;1,691,623.22
北京同仁堂股份有限公司;600085.SH;1,337,596.63
重庆太极实业(集团)股份有限公司;600129.SH;873,452.30
深圳世联行地产顾问股份有限公司;002285.SZ;821,154.70
上海实业发展股份有限公司;600748.SH;723,391.69
爱尔眼科医院集团股份有限公司;300015.SZ;596,284.56
乐普(北京)医疗器械股份有限公司;300003.SZ;453,764.27
宜华健康医疗股份有限公司;000150.SZ;211,617.32
江苏凤凰置业投资股份有限公司;600716.SH;134,311.23
安徽乐金健康科技股份有限公司;300247.SZ;121,758.99
海南椰岛(集团)股份有限公司;600238.SH;114,295.04
浙江双箭橡胶股份有限公司;002381.SZ;113,787.53
金陵饭店股份有限公司;601007.SH;93,841.27
内蒙古福瑞医疗科技股份有限公司;300049.SZ;84,967.50
湖南发展集团股份有限公司;000722.SZ;24,448.77
海航投资集团股份有限公司;000616.SZ;9,670.73
上海市天宸股份有限公司;600620.SH;5,120.79
上海绿庭投资控股集团股份有限公司;600695.SH;5,006.81
