公司名称;股票代码;营业总收入(万元)
苏宁易购集团股份有限公司;002024.SZ;18,792,776.40
青岛海尔股份有限公司;600690.SH;15,925,446.69
中国国际海运集装箱(集团)股份有限公司;000039.SZ;7,629,993.00
九州通医药集团股份有限公司;600998.SH;7,394,289.44
深圳市怡亚通供应链股份有限公司;002183.SZ;6,851,511.65
华夏幸福基业股份有限公司;600340.SH;5,963,542.03
中储发展股份有限公司;600787.SH;2,561,955.37
光明房地产集团股份有限公司;600708.SH;2,081,126.33
易见供应链管理股份有限公司;600093.SH;1,596,317.28
浙江东方金融控股集团股份有限公司;600120.SH;981,145.02
江苏飞力达国际物流股份有限公司;300240.SZ;306,518.70
长发集团长江投资实业股份有限公司;600119.SH;284,089.47
天奇自动化工程股份有限公司;002009.SZ;245,833.27
深圳市农产品股份有限公司;000061.SZ;244,628.14
北大医药股份有限公司;000788.SZ;214,591.81
我爱我家控股集团股份有限公司;000560.SZ;131,853.63
广东广州日报传媒股份有限公司;002181.SZ;89,397.02
海虹企业(控股)股份有限公司;000503.SZ;18,399.37
