公司名称;股票代码;营业总收入(万元)
中国神华能源股份有限公司;601088.SH;24,874,600.00
兖州煤业股份有限公司;600188.SH;15,122,777.50
山西西山煤电股份有限公司;000983.SZ;2,865,527.37
内蒙古蒙电华能热电股份有限公司;600863.SH;1,178,256.98
深圳市燃气集团股份有限公司;601139.SH;1,105,877.76
广西桂冠电力股份有限公司;600236.SH;877,510.08
陕西省天然气股份有限公司;002267.SZ;764,294.98
内蒙古霍林河露天煤业股份有限公司;002128.SZ;758,881.92
上海美特斯邦威服饰股份有限公司;002269.SZ;647,235.92
贵州盘江精煤股份有限公司;600395.SH;608,131.09
新疆天富能源股份有限公司;600509.SH;423,783.54
福建七匹狼实业股份有限公司;002029.SZ;308,489.43
贵州黔源电力股份有限公司;002039.SZ;241,941.47
山西蓝焰控股股份有限公司;000968.SZ;190,371.95
沈阳惠天热电股份有限公司;000692.SZ;176,620.24
长春燃气股份有限公司;600333.SH;146,282.19
华斯控股股份有限公司;002494.SZ;63,395.84
四川大通燃气开发股份有限公司;000593.SZ;48,558.97
