公司名称;股票代码;营业总收入(万元)
物产中大集团股份有限公司;600704.SH;27,662,042.31
江苏汇鸿国际集团股份有限公司;600981.SH;3,679,995.77
中船海洋与防务装备股份有限公司;600685.SH;2,231,338.19
中国船舶工业股份有限公司;600150.SH;1,669,110.14
中山大洋电机股份有限公司;002249.SZ;860,528.65
江苏舜天股份有限公司;600287.SH;549,947.28
广东鸿图科技股份有限公司;002101.SZ;500,262.30
露笑科技股份有限公司;002617.SZ;324,483.45
华数传媒控股股份有限公司;000156.SZ;320,930.79
大恒新纪元科技股份有限公司;600288.SH;296,625.09
浙江众合科技股份有限公司;000925.SZ;208,639.64
福建睿能科技股份有限公司;603933.SH;190,942.49
江苏银河电子股份有限公司;002519.SZ;162,448.53
东莞捷荣技术股份有限公司;002855.SZ;151,963.83
湖南长高高压开关集团股份公司;002452.SZ;141,571.46
南京纺织品进出口股份有限公司;600250.SH;79,938.89
浙江迪贝电气股份有限公司;603320.SH;65,357.69
北京华力创通科技股份有限公司;300045.SZ;57,092.37
西安晨曦航空科技股份有限公司;300581.SZ;17,794.07
