公司名称;股票代码;营业总收入(万元)
中兴通讯股份有限公司;000063.SZ;10,881,527.30
江苏中天科技股份有限公司;600522.SH;2,710,139.57
江苏亨通光电股份有限公司;600487.SH;2,595,026.90
烽火通信科技股份有限公司;600498.SH;2,105,622.47
江苏中利集团股份有限公司;002309.SZ;1,941,495.78
湖北凯乐科技股份有限公司;600260.SH;1,513,842.93
大族激光科技产业集团股份有限公司;002008.SZ;1,156,009.35
深圳市特发信息股份有限公司;000070.SZ;547,307.41
武汉光迅科技股份有限公司;002281.SZ;455,306.70
华工科技产业股份有限公司;000988.SZ;448,055.28
通鼎互联信息股份有限公司;002491.SZ;423,218.45
福建南平太阳电缆股份有限公司;002300.SZ;409,464.46
深圳日海通讯技术股份有限公司;002313.SZ;298,978.61
江苏永鼎股份有限公司;600105.SH;286,920.71
天津鑫茂科技股份有限公司;000836.SZ;205,656.57
江苏法尔胜股份有限公司;000890.SZ;200,429.58
新海宜科技集团股份有限公司;002089.SZ;160,471.53
江苏通光电子线缆股份有限公司;300265.SZ;151,646.61
深圳太辰光通信股份有限公司;300570.SZ;48,979.03
四川汇源光通信股份有限公司;000586.SZ;39,033.41
武汉长江通信产业集团股份有限公司;600345.SH;25,482.92
珠海光库科技股份有限公司;300620.SZ;23,031.48
武汉理工光科股份有限公司;300557.SZ;22,429.10
