公司名称;股票代码;营业总收入(万元)
招商局蛇口工业区控股股份有限公司;001979.SZ;7,545,468.22
珠海华发实业股份有限公司;600325.SH;1,991,681.39
广州市浪奇实业股份有限公司;000523.SZ;1,181,097.20
深圳市东方嘉盛供应链股份有限公司;002889.SZ;1,014,333.23
广州港股份有限公司;601228.SH;830,774.00
广州白云国际机场股份有限公司;600004.SH;676,155.09
中远海运特种运输股份有限公司;600428.SH;650,869.22
广东世荣兆业股份有限公司;002016.SZ;310,524.81
深圳市物业发展(集团)股份有限公司;000011.SZ;290,469.07
深圳赤湾港航股份有限公司;000022.SZ;245,621.88
珠海中富实业股份有限公司;000659.SZ;161,484.91
广州市嘉诚国际物流股份有限公司;603535.SH;103,426.20
沙河实业股份有限公司;000014.SZ;51,314.10
深圳市盐田港股份有限公司;000088.SZ;34,377.89
