公司名称;股票代码;营业总收入(万元)
隆鑫通用动力股份有限公司;603766.SH;1,057,210.27
重庆宗申动力机械股份有限公司;001696.SZ;519,726.90
山河智能装备股份有限公司;002097.SZ;394,620.30
通裕重工股份有限公司;300185.SZ;317,068.13
江西洪都航空工业股份有限公司;600316.SH;253,002.47
常熟风范电力设备股份有限公司;601700.SH;220,693.85
威海广泰空港设备股份有限公司;002111.SZ;180,412.60
华讯方舟股份有限公司;000687.SZ;176,002.52
深圳市赛为智能股份有限公司;300044.SZ;149,849.41
浙江南洋科技股份有限公司;002389.SZ;144,673.55
山东矿机集团股份有限公司;002526.SZ;138,205.00
北京佳讯飞鸿电气股份有限公司;300213.SZ;117,262.38
广东雪莱特光电科技股份有限公司;002076.SZ;102,556.77
德奥通用航空股份有限公司;002260.SZ;76,068.18
陕西炼石有色资源股份有限公司;000697.SZ;75,273.76
成都利君实业股份有限公司;002651.SZ;52,559.72
深圳雷柏科技股份有限公司;002577.SZ;49,979.71
西安晨曦航空科技股份有限公司;300581.SZ;17,794.07
