公司名称;股票代码;营业总收入(万元)
中国电力建设股份有限公司;601669.SH;26,681,989.56
中国葛洲坝集团股份有限公司;600068.SH;10,680,709.95
新兴铸管股份有限公司;000778.SZ;4,126,637.23
安徽水利开发股份有限公司;600502.SH;3,545,709.51
北京碧水源科技股份有限公司;300070.SZ;1,376,728.61
利欧集团股份有限公司;002131.SZ;1,057,263.07
北京首创股份有限公司;600008.SH;928,546.84
广东水电二局股份有限公司;002060.SZ;663,045.55
浙江伟星新型建材股份有限公司;002372.SZ;390,295.82
上海城投控股股份有限公司;600649.SH;321,516.41
天津创业环保集团股份有限公司;600874.SH;214,834.10
新界泵业集团股份有限公司;002532.SZ;150,706.61
福建纳川管材科技股份有限公司;300198.SZ;147,981.18
武汉三镇实业控股股份有限公司;600168.SH;125,092.14
宁夏青龙管业股份有限公司;002457.SZ;120,721.15
新疆国统管道股份有限公司;002205.SZ;78,910.87
