公司名称;股票代码;营业总收入(万元)
韵达控股股份有限公司;002120.SZ;998,557.39
文峰大世界连锁发展股份有限公司;601010.SH;672,286.24
迪安诊断技术集团股份有限公司;300244.SZ;500,412.42
乐普(北京)医疗器械股份有限公司;300003.SZ;453,764.27
上海润达医疗科技股份有限公司;603108.SH;431,880.98
亚宝药业集团股份有限公司;600351.SH;255,851.46
中节能万润股份有限公司;002643.SZ;245,639.12
迈克生物股份有限公司;300463.SZ;196,998.37
上海科华生物工程股份有限公司;002022.SZ;159,411.62
中山大学达安基因股份有限公司;002030.SZ;154,242.93
广州万孚生物技术股份有限公司;300482.SZ;114,548.45
安徽安科生物工程(集团)股份有限公司;300009.SZ;109,626.83
三诺生物传感股份有限公司;300298.SZ;103,300.77
中源协和细胞基因工程股份有限公司;600645.SH;87,091.35
迪瑞医疗科技股份有限公司;300396.SZ;86,769.07
深圳市理邦精密仪器股份有限公司;300206.SZ;84,327.80
江苏天瑞仪器股份有限公司;300165.SZ;79,202.76
山东东方海洋科技股份有限公司;002086.SZ;77,940.73
浙江济民制药股份有限公司;603222.SH;60,289.87
北京利德曼生化股份有限公司;300289.SZ;57,597.80
基蛋生物科技股份有限公司;603387.SH;48,858.28
博爱新开源医疗科技集团股份有限公司;300109.SZ;48,858.15
上海透景生命科技股份有限公司;300642.SZ;30,288.82
