公司名称;股票代码;营业总收入(万元)
上海世茂股份有限公司;600823.SH;1,866,677.04
时代出版传媒股份有限公司;600551.SH;660,650.87
上海晨光文具股份有限公司;603899.SH;635,710.30
奥飞娱乐股份有限公司;002292.SZ;364,246.41
皇氏集团股份有限公司;002329.SZ;236,675.39
广州珠江钢琴集团股份有限公司;002678.SZ;179,020.04
深圳市长方集团股份有限公司;300301.SZ;175,040.75
东莞勤上光电股份有限公司;002638.SZ;160,899.03
无锡和晶科技股份有限公司;300279.SZ;142,948.08
北京盛通印刷股份有限公司;002599.SZ;140,348.40
浙江金科文化产业股份有限公司;300459.SZ;139,627.09
江苏秀强玻璃工艺股份有限公司;300160.SZ;137,778.89
威创集团股份有限公司;002308.SZ;113,747.91
浙江祥源文化股份有限公司;600576.SH;79,171.18
北京凯文德信教育科技股份有限公司;002659.SZ;62,021.23
海伦钢琴股份有限公司;300329.SZ;46,965.78
华平信息技术股份有限公司;300074.SZ;45,553.64
广东邦宝益智玩具股份有限公司;603398.SH;33,110.82
长城国际动漫游戏股份有限公司;000835.SZ;29,096.80
深圳市方直科技股份有限公司;300235.SZ;10,051.06
