公司名称;股票代码;营业总收入(万元)
潍柴动力股份有限公司;000338.SZ;15,156,939.22
万华化学集团股份有限公司;600309.SH;5,312,317.33
山东晨鸣纸业集团股份有限公司;000488.SZ;2,985,174.38
山东南山铝业股份有限公司;600219.SH;1,706,788.08
合力泰科技股份有限公司;002217.SZ;1,511,091.06
山东华泰纸业股份有限公司;600308.SH;1,365,891.74
梅花生物科技集团股份有限公司;600873.SH;1,113,216.11
山东华鲁恒升化工股份有限公司;600426.SH;1,040,807.14
山东新华医疗器械股份有限公司;600587.SH;998,324.62
科达集团股份有限公司;600986.SH;946,976.80
山东博汇纸业股份有限公司;600966.SH;895,481.11
鲁商置业股份有限公司;600223.SH;754,877.13
鲁泰纺织股份有限公司;000726.SZ;640,922.40
烟台张裕葡萄酿酒股份有限公司;000869.SZ;493,254.52
孚日集团股份有限公司;002083.SZ;482,167.54
山东海化股份有限公司;000822.SZ;481,701.45
山东新华制药股份有限公司;000756.SZ;451,571.68
山东金晶科技股份有限公司;600586.SH;435,382.79
山东胜利股份有限公司;000407.SZ;382,795.88
冰轮环境技术股份有限公司;000811.SZ;345,207.98
华纺股份有限公司;600448.SH;285,015.51
东方电子股份有限公司;000682.SZ;270,846.19
渤海汽车系统股份有限公司;600960.SH;249,854.71
山东省药用玻璃股份有限公司;600529.SH;233,048.84
潍柴重机股份有限公司;000880.SZ;197,638.94
潍坊亚星化学股份有限公司;600319.SH;194,978.07
康欣新材料股份有限公司;600076.SH;181,810.60
烟台泰和新材料股份有限公司;002254.SZ;155,490.10
山东新潮能源股份有限公司;600777.SH;152,253.03
山东金岭矿业股份有限公司;000655.SZ;104,382.59
