公司名称;股票代码;营业总收入(万元)
山东晨鸣纸业集团股份有限公司;000488.SZ;2,985,174.38
山东华泰纸业股份有限公司;600308.SH;1,365,891.74
海南天然橡胶产业集团股份有限公司;601118.SH;1,081,832.27
宜华生活科技股份有限公司;600978.SH;802,156.37
岳阳林纸股份有限公司;600963.SH;614,378.18
德华兔宝宝装饰新材股份有限公司;002043.SZ;411,955.85
大连天神娱乐股份有限公司;002354.SZ;310,137.50
福建省青山纸业股份有限公司;600103.SH;265,553.65
甘肃亚盛实业(集团)股份有限公司;600108.SH;206,634.17
罗牛山股份有限公司;000735.SZ;133,008.05
广西丰林木业集团股份有限公司;601996.SH;130,169.00
福建省永安林业(集团)股份有限公司;000663.SZ;124,003.41
四川升达林业产业股份有限公司;002259.SZ;117,774.28
吉林森林工业股份有限公司;600189.SH;102,607.07
中福海峡(平潭)发展股份有限公司;000592.SZ;84,838.77
深圳市皇庭国际企业股份有限公司;000056.SZ;70,227.16
中闽能源股份有限公司;600163.SH;50,670.31
福建金森林业股份有限公司;002679.SZ;17,489.81
云南景谷林业股份有限公司;600265.SH;6,597.36
