公司名称;股票代码;营业总收入(万元)
步步高商业连锁股份有限公司;002251.SZ;1,731,064.21
浙江森马服饰股份有限公司;002563.SZ;1,202,630.00
江苏凤凰出版传媒股份有限公司;601928.SH;1,105,048.31
上海美特斯邦威服饰股份有限公司;002269.SZ;647,235.92
华工科技产业股份有限公司;000988.SZ;448,055.28
奥飞娱乐股份有限公司;002292.SZ;364,246.41
星辉互动娱乐股份有限公司;300043.SZ;275,548.93
贝因美婴童食品股份有限公司;002570.SZ;266,045.16
人民网股份有限公司;603000.SH;140,064.23
新疆天润乳业股份有限公司;600419.SH;124,019.72
天舟文化股份有限公司;300148.SZ;93,602.37
美盛文化创意股份有限公司;002699.SZ;91,220.80
骅威文化股份有限公司;002502.SZ;72,695.72
新疆西部牧业股份有限公司;300106.SZ;69,255.72
广东高乐玩具股份有限公司;002348.SZ;66,115.29
康芝药业股份有限公司;300086.SZ;48,083.17
宁波戴维医疗器械股份有限公司;300314.SZ;30,390.54
深圳市方直科技股份有限公司;300235.SZ;10,051.06
广东群兴玩具股份有限公司;002575.SZ;5,393.58
