公司名称;股票代码;营业总收入(万元)
三一重工股份有限公司;600031.SH;3,833,508.70
徐工集团工程机械股份有限公司;000425.SZ;2,913,110.46
中联重科股份有限公司;000157.SZ;2,327,289.37
广西柳工机械股份有限公司;000528.SZ;1,126,421.23
中国第一重型机械股份公司;601106.SH;1,025,182.52
安徽合力股份有限公司;600761.SH;839,052.28
太原重工股份有限公司;600169.SH;717,709.67
山推工程机械股份有限公司;000680.SZ;635,079.98
河北宣化工程机械股份有限公司;000923.SZ;540,118.46
厦门厦工机械股份有限公司;600815.SH;444,856.55
山河智能装备股份有限公司;002097.SZ;394,620.30
沈阳新松机器人自动化股份有限公司;300024.SZ;245,506.40
日月重工股份有限公司;603218.SH;183,143.63
宁波鲍斯能源装备股份有限公司;300441.SZ;111,453.87
浙江天成自控股份有限公司;603085.SH;78,309.30
上海沪工焊接集团股份有限公司;603131.SH;71,258.73
烟台艾迪精密机械股份有限公司;603638.SH;64,132.93
法兰泰克重工股份有限公司;603966.SH;63,660.77
西安达刚路面机械股份有限公司;300103.SZ;29,362.28
