公司名称;股票代码;营业总收入(万元)
万科企业股份有限公司;000002.SZ;24,289,711.03
重庆长安汽车股份有限公司;000625.SZ;8,001,220.52
广东电力发展股份有限公司;000539.SZ;2,664,379.21
上海锦江国际酒店发展股份有限公司;600754.SH;1,358,258.36
中国南玻集团股份有限公司;000012.SZ;1,087,940.07
上海大名城企业股份有限公司;600094.SH;1,024,447.05
上海陆家嘴金融贸易区开发股份有限公司;600663.SH;932,459.38
上海外高桥集团股份有限公司;600648.SH;895,356.74
丽珠医药集团股份有限公司;000513.SZ;853,096.86
安徽古井贡酒股份有限公司;000596.SZ;696,832.50
鲁泰纺织股份有限公司;000726.SZ;640,922.40
深圳市物业发展(集团)股份有限公司;000011.SZ;290,469.07
深圳赤湾港航股份有限公司;000022.SZ;245,621.88
上海金桥出口加工区开发股份有限公司;600639.SH;167,382.58
深圳经济特区房地产(集团)股份有限公司;000029.SZ;134,591.26
上海开开实业股份有限公司;600272.SH;96,210.16
深圳市深宝实业股份有限公司;000019.SZ;31,576.27
海航创新股份有限公司;600555.SH;3,082.99
