公司名称;股票代码;营业总收入(万元)
中航飞机股份有限公司;000768.SZ;3,107,904.69
中国航发动力股份有限公司;600893.SH;2,255,500.31
宝胜科技创新股份有限公司;600973.SH;2,069,116.40
中航沈飞股份有限公司;600760.SH;1,945,927.81
天虹商场股份有限公司;002419.SZ;1,853,628.47
天马微电子股份有限公司;000050.SZ;1,401,250.05
中航直升机股份有限公司;600038.SH;1,204,810.88
中航资本控股股份有限公司;600705.SH;1,095,086.17
中航工业机电系统股份有限公司;002013.SZ;923,219.20
中航光电科技股份有限公司;002179.SZ;636,181.31
中航地产股份有限公司;000043.SZ;589,349.40
中航重机股份有限公司;600765.SH;566,256.54
中航三鑫股份有限公司;002163.SZ;460,393.69
贵州贵航汽车零部件股份有限公司;600523.SH;339,114.04
飞亚达(集团)股份有限公司;000026.SZ;334,580.97
中航航空高科技股份有限公司;600862.SH;304,415.24
中国航发动力控制股份有限公司;000738.SZ;255,346.25
江西洪都航空工业股份有限公司;600316.SH;253,002.47
中国航发航空科技股份有限公司;600391.SH;225,881.39
四川成飞集成科技股份有限公司;002190.SZ;194,251.05
中航电测仪器股份有限公司;300114.SZ;124,098.72
